ID,wav,label
utt_000463,data\EmoDB\wav\15b10Nc.wav,neutral
utt_000464,data\EmoDB\wav\15b10Wa.wav,angry
utt_000465,data\EmoDB\wav\16a01Ec.wav,disgust
utt_000466,data\EmoDB\wav\16a01Fc.wav,happy
utt_000467,data\EmoDB\wav\16a01Lb.wav,neutral
utt_000468,data\EmoDB\wav\16a01Nc.wav,neutral
utt_000469,data\EmoDB\wav\16a01Tb.wav,sad
utt_000470,data\EmoDB\wav\16a01Wb.wav,angry
utt_000471,data\EmoDB\wav\16a02Ea.wav,disgust
utt_000472,data\EmoDB\wav\16a02Ec.wav,disgust
utt_000473,data\EmoDB\wav\16a02Lb.wav,neutral
utt_000474,data\EmoDB\wav\16a02Nb.wav,neutral
utt_000475,data\EmoDB\wav\16a02Tc.wav,sad
utt_000476,data\EmoDB\wav\16a02Wb.wav,angry
utt_000477,data\EmoDB\wav\16a04Ab.wav,fear
utt_000478,data\EmoDB\wav\16a04Ea.wav,disgust
utt_000479,data\EmoDB\wav\16a04Fa.wav,happy
utt_000480,data\EmoDB\wav\16a04La.wav,neutral
utt_000481,data\EmoDB\wav\16a04Lc.wav,neutral
utt_000482,data\EmoDB\wav\16a04Nc.wav,neutral
utt_000483,data\EmoDB\wav\16a04Tc.wav,sad
utt_000484,data\EmoDB\wav\16a04Wb.wav,angry
utt_000485,data\EmoDB\wav\16a04Wc.wav,angry
utt_000486,data\EmoDB\wav\16a05Ab.wav,fear
utt_000487,data\EmoDB\wav\16a05Ea.wav,disgust
utt_000488,data\EmoDB\wav\16a05Fc.wav,happy
utt_000489,data\EmoDB\wav\16a05La.wav,neutral
utt_000490,data\EmoDB\wav\16a05Tb.wav,sad
utt_000491,data\EmoDB\wav\16a05Wb.wav,angry
utt_000492,data\EmoDB\wav\16a05Wc.wav,angry
utt_000493,data\EmoDB\wav\16a07Ea.wav,disgust
utt_000494,data\EmoDB\wav\16a07Fa.wav,happy
utt_000495,data\EmoDB\wav\16a07Fb.wav,happy
utt_000496,data\EmoDB\wav\16a07La.wav,neutral
utt_000497,data\EmoDB\wav\16a07Lb.wav,neutral
utt_000498,data\EmoDB\wav\16a07Nb.wav,neutral
utt_000499,data\EmoDB\wav\16a07Td.wav,sad
utt_000500,data\EmoDB\wav\16a07Wa.wav,angry
utt_000501,data\EmoDB\wav\16b01Aa.wav,fear
utt_000502,data\EmoDB\wav\16b01Eb.wav,disgust
utt_000503,data\EmoDB\wav\16b01Fa.wav,happy
utt_000504,data\EmoDB\wav\16b01La.wav,neutral
utt_000505,data\EmoDB\wav\16b01Lc.wav,neutral
utt_000506,data\EmoDB\wav\16b01Tb.wav,sad
utt_000507,data\EmoDB\wav\16b01Wa.wav,angry
utt_000508,data\EmoDB\wav\16b01Wb.wav,angry
utt_000509,data\EmoDB\wav\16b02Aa.wav,fear
utt_000510,data\EmoDB\wav\16b02Eb.wav,disgust
utt_000511,data\EmoDB\wav\16b02Fd.wav,happy
utt_000512,data\EmoDB\wav\16b02Lb.wav,neutral
utt_000513,data\EmoDB\wav\16b02Wb.wav,angry
utt_000514,data\EmoDB\wav\16b03Ad.wav,fear
utt_000515,data\EmoDB\wav\16b03Ea.wav,disgust
utt_000516,data\EmoDB\wav\16b03Fa.wav,happy
utt_000517,data\EmoDB\wav\16b03Fd.wav,happy
utt_000518,data\EmoDB\wav\16b03La.wav,neutral
utt_000519,data\EmoDB\wav\16b03Nb.wav,neutral
utt_000520,data\EmoDB\wav\16b03Ta.wav,sad
utt_000521,data\EmoDB\wav\16b03Wb.wav,angry
utt_000522,data\EmoDB\wav\16b09Ab.wav,fear
utt_000523,data\EmoDB\wav\16b09Eb.wav,disgust
utt_000524,data\EmoDB\wav\16b09Fb.wav,happy
utt_000525,data\EmoDB\wav\16b09La.wav,neutral
utt_000526,data\EmoDB\wav\16b09Lb.wav,neutral
utt_000527,data\EmoDB\wav\16b09Wb.wav,angry
utt_000528,data\EmoDB\wav\16b10Aa.wav,fear
utt_000529,data\EmoDB\wav\16b10Eb.wav,disgust
utt_000530,data\EmoDB\wav\16b10Fb.wav,happy
utt_000531,data\EmoDB\wav\16b10Lb.wav,neutral
utt_000532,data\EmoDB\wav\16b10Tb.wav,sad
utt_000533,data\EmoDB\wav\16b10Td.wav,sad
utt_000534,data\EmoDB\wav\16b10Wa.wav,angry
utt_000535,data\EmoDB\wav\16b10Wb.wav,angry
utt_000536,data\RAVDESS\Actor_01\03-01-01-01-01-01-01.wav,neutral
utt_000537,data\RAVDESS\Actor_01\03-01-01-01-01-02-01.wav,neutral
utt_000538,data\RAVDESS\Actor_01\03-01-01-01-02-01-01.wav,neutral
utt_000539,data\RAVDESS\Actor_01\03-01-01-01-02-02-01.wav,neutral
utt_000540,data\RAVDESS\Actor_01\03-01-02-01-01-01-01.wav,neutral
utt_000541,data\RAVDESS\Actor_01\03-01-02-01-01-02-01.wav,neutral
utt_000542,data\RAVDESS\Actor_01\03-01-02-01-02-01-01.wav,neutral
utt_000543,data\RAVDESS\Actor_01\03-01-02-01-02-02-01.wav,neutral
utt_000544,data\RAVDESS\Actor_01\03-01-02-02-01-01-01.wav,neutral
utt_000545,data\RAVDESS\Actor_01\03-01-02-02-01-02-01.wav,neutral
utt_000546,data\RAVDESS\Actor_01\03-01-02-02-02-01-01.wav,neutral
utt_000547,data\RAVDESS\Actor_01\03-01-02-02-02-02-01.wav,neutral
utt_000548,data\RAVDESS\Actor_01\03-01-03-01-01-01-01.wav,happy
utt_000549,data\RAVDESS\Actor_01\03-01-03-01-01-02-01.wav,happy
utt_000550,data\RAVDESS\Actor_01\03-01-03-01-02-01-01.wav,happy
utt_000551,data\RAVDESS\Actor_01\03-01-03-01-02-02-01.wav,happy
utt_000552,data\RAVDESS\Actor_01\03-01-03-02-01-01-01.wav,happy
utt_000553,data\RAVDESS\Actor_01\03-01-03-02-01-02-01.wav,happy
utt_000554,data\RAVDESS\Actor_01\03-01-03-02-02-01-01.wav,happy
utt_000555,data\RAVDESS\Actor_01\03-01-03-02-02-02-01.wav,happy
utt_000556,data\RAVDESS\Actor_01\03-01-04-01-01-01-01.wav,sad
utt_000557,data\RAVDESS\Actor_01\03-01-04-01-01-02-01.wav,sad
utt_000558,data\RAVDESS\Actor_01\03-01-04-01-02-01-01.wav,sad
utt_000559,data\RAVDESS\Actor_01\03-01-04-01-02-02-01.wav,sad
utt_000560,data\RAVDESS\Actor_01\03-01-04-02-01-01-01.wav,sad
utt_000561,data\RAVDESS\Actor_01\03-01-04-02-01-02-01.wav,sad
utt_000562,data\RAVDESS\Actor_01\03-01-04-02-02-01-01.wav,sad
utt_000563,data\RAVDESS\Actor_01\03-01-04-02-02-02-01.wav,sad
utt_000564,data\RAVDESS\Actor_01\03-01-05-01-01-01-01.wav,angry
utt_000565,data\RAVDESS\Actor_01\03-01-05-01-01-02-01.wav,angry
utt_000566,data\RAVDESS\Actor_01\03-01-05-01-02-01-01.wav,angry
utt_000567,data\RAVDESS\Actor_01\03-01-05-01-02-02-01.wav,angry
utt_000568,data\RAVDESS\Actor_01\03-01-05-02-01-01-01.wav,angry
utt_000569,data\RAVDESS\Actor_01\03-01-05-02-01-02-01.wav,angry
utt_000570,data\RAVDESS\Actor_01\03-01-05-02-02-01-01.wav,angry
utt_000571,data\RAVDESS\Actor_01\03-01-05-02-02-02-01.wav,angry
utt_000572,data\RAVDESS\Actor_01\03-01-06-01-01-01-01.wav,fear
utt_000573,data\RAVDESS\Actor_01\03-01-06-01-01-02-01.wav,fear
utt_000574,data\RAVDESS\Actor_01\03-01-06-01-02-01-01.wav,fear
utt_000575,data\RAVDESS\Actor_01\03-01-06-01-02-02-01.wav,fear
utt_000576,data\RAVDESS\Actor_01\03-01-06-02-01-01-01.wav,fear
utt_000577,data\RAVDESS\Actor_01\03-01-06-02-01-02-01.wav,fear
utt_000578,data\RAVDESS\Actor_01\03-01-06-02-02-01-01.wav,fear
utt_000579,data\RAVDESS\Actor_01\03-01-06-02-02-02-01.wav,fear
utt_000580,data\RAVDESS\Actor_01\03-01-07-01-01-01-01.wav,disgust
utt_000581,data\RAVDESS\Actor_01\03-01-07-01-01-02-01.wav,disgust
utt_000582,data\RAVDESS\Actor_01\03-01-07-01-02-01-01.wav,disgust
utt_000583,data\RAVDESS\Actor_01\03-01-07-01-02-02-01.wav,disgust
utt_000584,data\RAVDESS\Actor_01\03-01-07-02-01-01-01.wav,disgust
utt_000585,data\RAVDESS\Actor_01\03-01-07-02-01-02-01.wav,disgust
utt_000586,data\RAVDESS\Actor_01\03-01-07-02-02-01-01.wav,disgust
utt_000587,data\RAVDESS\Actor_01\03-01-07-02-02-02-01.wav,disgust
utt_000588,data\RAVDESS\Actor_01\03-01-08-01-01-01-01.wav,surprise
utt_000589,data\RAVDESS\Actor_01\03-01-08-01-01-02-01.wav,surprise
utt_000590,data\RAVDESS\Actor_01\03-01-08-01-02-01-01.wav,surprise
utt_000591,data\RAVDESS\Actor_01\03-01-08-01-02-02-01.wav,surprise
utt_000592,data\RAVDESS\Actor_01\03-01-08-02-01-01-01.wav,surprise
utt_000593,data\RAVDESS\Actor_01\03-01-08-02-01-02-01.wav,surprise
utt_000594,data\RAVDESS\Actor_01\03-01-08-02-02-01-01.wav,surprise
utt_000595,data\RAVDESS\Actor_01\03-01-08-02-02-02-01.wav,surprise
utt_000596,data\RAVDESS\Actor_02\03-01-01-01-01-01-02.wav,neutral
utt_000597,data\RAVDESS\Actor_02\03-01-01-01-01-02-02.wav,neutral
utt_000598,data\RAVDESS\Actor_02\03-01-01-01-02-01-02.wav,neutral
utt_000599,data\RAVDESS\Actor_02\03-01-01-01-02-02-02.wav,neutral
utt_000600,data\RAVDESS\Actor_02\03-01-02-01-01-01-02.wav,neutral
utt_000601,data\RAVDESS\Actor_02\03-01-02-01-01-02-02.wav,neutral
utt_000602,data\RAVDESS\Actor_02\03-01-02-01-02-01-02.wav,neutral
utt_000603,data\RAVDESS\Actor_02\03-01-02-01-02-02-02.wav,neutral
utt_000604,data\RAVDESS\Actor_02\03-01-02-02-01-01-02.wav,neutral
utt_000605,data\RAVDESS\Actor_02\03-01-02-02-01-02-02.wav,neutral
utt_000606,data\RAVDESS\Actor_02\03-01-02-02-02-01-02.wav,neutral
utt_000607,data\RAVDESS\Actor_02\03-01-02-02-02-02-02.wav,neutral
utt_000608,data\RAVDESS\Actor_02\03-01-03-01-01-01-02.wav,happy
utt_000609,data\RAVDESS\Actor_02\03-01-03-01-01-02-02.wav,happy
utt_000610,data\RAVDESS\Actor_02\03-01-03-01-02-01-02.wav,happy
utt_000611,data\RAVDESS\Actor_02\03-01-03-01-02-02-02.wav,happy
utt_000612,data\RAVDESS\Actor_02\03-01-03-02-01-01-02.wav,happy
utt_000613,data\RAVDESS\Actor_02\03-01-03-02-01-02-02.wav,happy
utt_000614,data\RAVDESS\Actor_02\03-01-03-02-02-01-02.wav,happy
utt_000615,data\RAVDESS\Actor_02\03-01-03-02-02-02-02.wav,happy
utt_000616,data\RAVDESS\Actor_02\03-01-04-01-01-01-02.wav,sad
utt_000617,data\RAVDESS\Actor_02\03-01-04-01-01-02-02.wav,sad
utt_000618,data\RAVDESS\Actor_02\03-01-04-01-02-01-02.wav,sad
utt_000619,data\RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,sad
utt_000620,data\RAVDESS\Actor_02\03-01-04-02-01-01-02.wav,sad
utt_000621,data\RAVDESS\Actor_02\03-01-04-02-01-02-02.wav,sad
utt_000622,data\RAVDESS\Actor_02\03-01-04-02-02-01-02.wav,sad
utt_000623,data\RAVDESS\Actor_02\03-01-04-02-02-02-02.wav,sad
utt_000624,data\RAVDESS\Actor_02\03-01-05-01-01-01-02.wav,angry
utt_000625,data\RAVDESS\Actor_02\03-01-05-01-01-02-02.wav,angry
utt_000626,data\RAVDESS\Actor_02\03-01-05-01-02-01-02.wav,angry
utt_000627,data\RAVDESS\Actor_02\03-01-05-01-02-02-02.wav,angry
utt_000628,data\RAVDESS\Actor_02\03-01-05-02-01-01-02.wav,angry
utt_000629,data\RAVDESS\Actor_02\03-01-05-02-01-02-02.wav,angry
utt_000630,data\RAVDESS\Actor_02\03-01-05-02-02-01-02.wav,angry
utt_000631,data\RAVDESS\Actor_02\03-01-05-02-02-02-02.wav,angry
utt_000632,data\RAVDESS\Actor_02\03-01-06-01-01-01-02.wav,fear
utt_000633,data\RAVDESS\Actor_02\03-01-06-01-01-02-02.wav,fear
utt_000634,data\RAVDESS\Actor_02\03-01-06-01-02-01-02.wav,fear
utt_000635,data\RAVDESS\Actor_02\03-01-06-01-02-02-02.wav,fear
utt_000636,data\RAVDESS\Actor_02\03-01-06-02-01-01-02.wav,fear
utt_000637,data\RAVDESS\Actor_02\03-01-06-02-01-02-02.wav,fear
utt_000638,data\RAVDESS\Actor_02\03-01-06-02-02-01-02.wav,fear
utt_000639,data\RAVDESS\Actor_02\03-01-06-02-02-02-02.wav,fear
utt_000640,data\RAVDESS\Actor_02\03-01-07-01-01-01-02.wav,disgust
utt_000641,data\RAVDESS\Actor_02\03-01-07-01-01-02-02.wav,disgust
utt_000642,data\RAVDESS\Actor_02\03-01-07-01-02-01-02.wav,disgust
utt_000643,data\RAVDESS\Actor_02\03-01-07-01-02-02-02.wav,disgust
utt_000644,data\RAVDESS\Actor_02\03-01-07-02-01-01-02.wav,disgust
utt_000645,data\RAVDESS\Actor_02\03-01-07-02-01-02-02.wav,disgust
utt_000646,data\RAVDESS\Actor_02\03-01-07-02-02-01-02.wav,disgust
utt_000647,data\RAVDESS\Actor_02\03-01-07-02-02-02-02.wav,disgust
utt_000648,data\RAVDESS\Actor_02\03-01-08-01-01-01-02.wav,surprise
utt_000649,data\RAVDESS\Actor_02\03-01-08-01-01-02-02.wav,surprise
utt_000650,data\RAVDESS\Actor_02\03-01-08-01-02-01-02.wav,surprise
utt_000651,data\RAVDESS\Actor_02\03-01-08-01-02-02-02.wav,surprise
utt_000652,data\RAVDESS\Actor_02\03-01-08-02-01-01-02.wav,surprise
utt_000653,data\RAVDESS\Actor_02\03-01-08-02-01-02-02.wav,surprise
utt_000654,data\RAVDESS\Actor_02\03-01-08-02-02-01-02.wav,surprise
utt_000655,data\RAVDESS\Actor_02\03-01-08-02-02-02-02.wav,surprise
utt_000656,data\RAVDESS\Actor_03\03-01-01-01-01-01-03.wav,neutral
utt_000657,data\RAVDESS\Actor_03\03-01-01-01-01-02-03.wav,neutral
utt_000658,data\RAVDESS\Actor_03\03-01-01-01-02-01-03.wav,neutral
utt_000659,data\RAVDESS\Actor_03\03-01-01-01-02-02-03.wav,neutral
utt_000660,data\RAVDESS\Actor_03\03-01-02-01-01-01-03.wav,neutral
utt_000661,data\RAVDESS\Actor_03\03-01-02-01-01-02-03.wav,neutral
utt_000662,data\RAVDESS\Actor_03\03-01-02-01-02-01-03.wav,neutral
utt_000663,data\RAVDESS\Actor_03\03-01-02-01-02-02-03.wav,neutral
utt_000664,data\RAVDESS\Actor_03\03-01-02-02-01-01-03.wav,neutral
utt_000665,data\RAVDESS\Actor_03\03-01-02-02-01-02-03.wav,neutral
utt_000666,data\RAVDESS\Actor_03\03-01-02-02-02-01-03.wav,neutral
utt_000667,data\RAVDESS\Actor_03\03-01-02-02-02-02-03.wav,neutral
utt_000668,data\RAVDESS\Actor_03\03-01-03-01-01-01-03.wav,happy
utt_000669,data\RAVDESS\Actor_03\03-01-03-01-01-02-03.wav,happy
utt_000670,data\RAVDESS\Actor_03\03-01-03-01-02-01-03.wav,happy
utt_000671,data\RAVDESS\Actor_03\03-01-03-01-02-02-03.wav,happy
utt_000672,data\RAVDESS\Actor_03\03-01-03-02-01-01-03.wav,happy
utt_000673,data\RAVDESS\Actor_03\03-01-03-02-01-02-03.wav,happy
utt_000674,data\RAVDESS\Actor_03\03-01-03-02-02-01-03.wav,happy
utt_000675,data\RAVDESS\Actor_03\03-01-03-02-02-02-03.wav,happy
utt_000676,data\RAVDESS\Actor_03\03-01-04-01-01-01-03.wav,sad
utt_000677,data\RAVDESS\Actor_03\03-01-04-01-01-02-03.wav,sad
utt_000678,data\RAVDESS\Actor_03\03-01-04-01-02-01-03.wav,sad
utt_000679,data\RAVDESS\Actor_03\03-01-04-01-02-02-03.wav,sad
utt_000680,data\RAVDESS\Actor_03\03-01-04-02-01-01-03.wav,sad
utt_000681,data\RAVDESS\Actor_03\03-01-04-02-01-02-03.wav,sad
utt_000682,data\RAVDESS\Actor_03\03-01-04-02-02-01-03.wav,sad
utt_000683,data\RAVDESS\Actor_03\03-01-04-02-02-02-03.wav,sad
utt_000684,data\RAVDESS\Actor_03\03-01-05-01-01-01-03.wav,angry
utt_000685,data\RAVDESS\Actor_03\03-01-05-01-01-02-03.wav,angry
utt_000686,data\RAVDESS\Actor_03\03-01-05-01-02-01-03.wav,angry
utt_000687,data\RAVDESS\Actor_03\03-01-05-01-02-02-03.wav,angry
utt_000688,data\RAVDESS\Actor_03\03-01-05-02-01-01-03.wav,angry
utt_000689,data\RAVDESS\Actor_03\03-01-05-02-01-02-03.wav,angry
utt_000690,data\RAVDESS\Actor_03\03-01-05-02-02-01-03.wav,angry
utt_000691,data\RAVDESS\Actor_03\03-01-05-02-02-02-03.wav,angry
utt_000692,data\RAVDESS\Actor_03\03-01-06-01-01-01-03.wav,fear
utt_000693,data\RAVDESS\Actor_03\03-01-06-01-01-02-03.wav,fear
utt_000694,data\RAVDESS\Actor_03\03-01-06-01-02-01-03.wav,fear
utt_000695,data\RAVDESS\Actor_03\03-01-06-01-02-02-03.wav,fear
utt_000696,data\RAVDESS\Actor_03\03-01-06-02-01-01-03.wav,fear
utt_000697,data\RAVDESS\Actor_03\03-01-06-02-01-02-03.wav,fear
utt_000698,data\RAVDESS\Actor_03\03-01-06-02-02-01-03.wav,fear
utt_000699,data\RAVDESS\Actor_03\03-01-06-02-02-02-03.wav,fear
utt_000700,data\RAVDESS\Actor_03\03-01-07-01-01-01-03.wav,disgust
utt_000701,data\RAVDESS\Actor_03\03-01-07-01-01-02-03.wav,disgust
utt_000702,data\RAVDESS\Actor_03\03-01-07-01-02-01-03.wav,disgust
utt_000703,data\RAVDESS\Actor_03\03-01-07-01-02-02-03.wav,disgust
utt_000704,data\RAVDESS\Actor_03\03-01-07-02-01-01-03.wav,disgust
utt_000705,data\RAVDESS\Actor_03\03-01-07-02-01-02-03.wav,disgust
utt_000706,data\RAVDESS\Actor_03\03-01-07-02-02-01-03.wav,disgust
utt_000707,data\RAVDESS\Actor_03\03-01-07-02-02-02-03.wav,disgust
utt_000708,data\RAVDESS\Actor_03\03-01-08-01-01-01-03.wav,surprise
utt_000709,data\RAVDESS\Actor_03\03-01-08-01-01-02-03.wav,surprise
utt_000710,data\RAVDESS\Actor_03\03-01-08-01-02-01-03.wav,surprise
utt_000711,data\RAVDESS\Actor_03\03-01-08-01-02-02-03.wav,surprise
utt_000712,data\RAVDESS\Actor_03\03-01-08-02-01-01-03.wav,surprise
utt_000713,data\RAVDESS\Actor_03\03-01-08-02-01-02-03.wav,surprise
utt_000714,data\RAVDESS\Actor_03\03-01-08-02-02-01-03.wav,surprise
utt_000715,data\RAVDESS\Actor_03\03-01-08-02-02-02-03.wav,surprise
utt_000716,data\RAVDESS\Actor_04\03-01-01-01-01-01-04.wav,neutral
utt_000717,data\RAVDESS\Actor_04\03-01-01-01-01-02-04.wav,neutral
utt_000718,data\RAVDESS\Actor_04\03-01-01-01-02-01-04.wav,neutral
utt_000719,data\RAVDESS\Actor_04\03-01-01-01-02-02-04.wav,neutral
utt_000720,data\RAVDESS\Actor_04\03-01-02-01-01-01-04.wav,neutral
utt_000721,data\RAVDESS\Actor_04\03-01-02-01-01-02-04.wav,neutral
utt_000722,data\RAVDESS\Actor_04\03-01-02-01-02-01-04.wav,neutral
utt_000723,data\RAVDESS\Actor_04\03-01-02-01-02-02-04.wav,neutral
utt_000724,data\RAVDESS\Actor_04\03-01-02-02-01-01-04.wav,neutral
utt_000725,data\RAVDESS\Actor_04\03-01-02-02-01-02-04.wav,neutral
utt_000726,data\RAVDESS\Actor_04\03-01-02-02-02-01-04.wav,neutral
utt_000727,data\RAVDESS\Actor_04\03-01-02-02-02-02-04.wav,neutral
utt_000728,data\RAVDESS\Actor_04\03-01-03-01-01-01-04.wav,happy
utt_000729,data\RAVDESS\Actor_04\03-01-03-01-01-02-04.wav,happy
utt_000730,data\RAVDESS\Actor_04\03-01-03-01-02-01-04.wav,happy
utt_000731,data\RAVDESS\Actor_04\03-01-03-01-02-02-04.wav,happy
utt_000732,data\RAVDESS\Actor_04\03-01-03-02-01-01-04.wav,happy
utt_000733,data\RAVDESS\Actor_04\03-01-03-02-01-02-04.wav,happy
utt_000734,data\RAVDESS\Actor_04\03-01-03-02-02-01-04.wav,happy
utt_000735,data\RAVDESS\Actor_04\03-01-03-02-02-02-04.wav,happy
utt_000736,data\RAVDESS\Actor_04\03-01-04-01-01-01-04.wav,sad
utt_000737,data\RAVDESS\Actor_04\03-01-04-01-01-02-04.wav,sad
utt_000738,data\RAVDESS\Actor_04\03-01-04-01-02-01-04.wav,sad
utt_000739,data\RAVDESS\Actor_04\03-01-04-01-02-02-04.wav,sad
utt_000740,data\RAVDESS\Actor_04\03-01-04-02-01-01-04.wav,sad
utt_000741,data\RAVDESS\Actor_04\03-01-04-02-01-02-04.wav,sad
utt_000742,data\RAVDESS\Actor_04\03-01-04-02-02-01-04.wav,sad
utt_000743,data\RAVDESS\Actor_04\03-01-04-02-02-02-04.wav,sad
utt_000744,data\RAVDESS\Actor_04\03-01-05-01-01-01-04.wav,angry
utt_000745,data\RAVDESS\Actor_04\03-01-05-01-01-02-04.wav,angry
utt_000746,data\RAVDESS\Actor_04\03-01-05-01-02-01-04.wav,angry
utt_000747,data\RAVDESS\Actor_04\03-01-05-01-02-02-04.wav,angry
utt_000748,data\RAVDESS\Actor_04\03-01-05-02-01-01-04.wav,angry
utt_000749,data\RAVDESS\Actor_04\03-01-05-02-01-02-04.wav,angry
utt_000750,data\RAVDESS\Actor_04\03-01-05-02-02-01-04.wav,angry
utt_000751,data\RAVDESS\Actor_04\03-01-05-02-02-02-04.wav,angry
utt_000752,data\RAVDESS\Actor_04\03-01-06-01-01-01-04.wav,fear
utt_000753,data\RAVDESS\Actor_04\03-01-06-01-01-02-04.wav,fear
utt_000754,data\RAVDESS\Actor_04\03-01-06-01-02-01-04.wav,fear
utt_000755,data\RAVDESS\Actor_04\03-01-06-01-02-02-04.wav,fear
utt_000756,data\RAVDESS\Actor_04\03-01-06-02-01-01-04.wav,fear
utt_000757,data\RAVDESS\Actor_04\03-01-06-02-01-02-04.wav,fear
utt_000758,data\RAVDESS\Actor_04\03-01-06-02-02-01-04.wav,fear
utt_000759,data\RAVDESS\Actor_04\03-01-06-02-02-02-04.wav,fear
utt_000760,data\RAVDESS\Actor_04\03-01-07-01-01-01-04.wav,disgust
utt_000761,data\RAVDESS\Actor_04\03-01-07-01-01-02-04.wav,disgust
utt_000762,data\RAVDESS\Actor_04\03-01-07-01-02-01-04.wav,disgust
utt_000763,data\RAVDESS\Actor_04\03-01-07-01-02-02-04.wav,disgust
utt_000764,data\RAVDESS\Actor_04\03-01-07-02-01-01-04.wav,disgust
utt_000765,data\RAVDESS\Actor_04\03-01-07-02-01-02-04.wav,disgust
utt_000766,data\RAVDESS\Actor_04\03-01-07-02-02-01-04.wav,disgust
utt_000767,data\RAVDESS\Actor_04\03-01-07-02-02-02-04.wav,disgust
utt_000768,data\RAVDESS\Actor_04\03-01-08-01-01-01-04.wav,surprise
utt_000769,data\RAVDESS\Actor_04\03-01-08-01-01-02-04.wav,surprise
utt_000770,data\RAVDESS\Actor_04\03-01-08-01-02-01-04.wav,surprise
utt_000771,data\RAVDESS\Actor_04\03-01-08-01-02-02-04.wav,surprise
utt_000772,data\RAVDESS\Actor_04\03-01-08-02-01-01-04.wav,surprise
utt_000773,data\RAVDESS\Actor_04\03-01-08-02-01-02-04.wav,surprise
utt_000774,data\RAVDESS\Actor_04\03-01-08-02-02-01-04.wav,surprise
utt_000775,data\RAVDESS\Actor_04\03-01-08-02-02-02-04.wav,surprise
utt_000776,data\RAVDESS\Actor_05\03-01-01-01-01-01-05.wav,neutral
utt_000777,data\RAVDESS\Actor_05\03-01-01-01-01-02-05.wav,neutral
utt_000778,data\RAVDESS\Actor_05\03-01-01-01-02-01-05.wav,neutral
utt_000779,data\RAVDESS\Actor_05\03-01-01-01-02-02-05.wav,neutral
utt_000780,data\RAVDESS\Actor_05\03-01-02-01-01-01-05.wav,neutral
utt_000781,data\RAVDESS\Actor_05\03-01-02-01-01-02-05.wav,neutral
utt_000782,data\RAVDESS\Actor_05\03-01-02-01-02-01-05.wav,neutral
utt_000783,data\RAVDESS\Actor_05\03-01-02-01-02-02-05.wav,neutral
utt_000784,data\RAVDESS\Actor_05\03-01-02-02-01-01-05.wav,neutral
utt_000785,data\RAVDESS\Actor_05\03-01-02-02-01-02-05.wav,neutral
utt_000786,data\RAVDESS\Actor_05\03-01-02-02-02-01-05.wav,neutral
utt_000787,data\RAVDESS\Actor_05\03-01-02-02-02-02-05.wav,neutral
utt_000788,data\RAVDESS\Actor_05\03-01-03-01-01-01-05.wav,happy
utt_000789,data\RAVDESS\Actor_05\03-01-03-01-01-02-05.wav,happy
utt_000790,data\RAVDESS\Actor_05\03-01-03-01-02-01-05.wav,happy
utt_000791,data\RAVDESS\Actor_05\03-01-03-01-02-02-05.wav,happy
utt_000792,data\RAVDESS\Actor_05\03-01-03-02-01-01-05.wav,happy
utt_000793,data\RAVDESS\Actor_05\03-01-03-02-01-02-05.wav,happy
utt_000794,data\RAVDESS\Actor_05\03-01-03-02-02-01-05.wav,happy
utt_000795,data\RAVDESS\Actor_05\03-01-03-02-02-02-05.wav,happy
utt_000796,data\RAVDESS\Actor_05\03-01-04-01-01-01-05.wav,sad
utt_000797,data\RAVDESS\Actor_05\03-01-04-01-01-02-05.wav,sad
utt_000798,data\RAVDESS\Actor_05\03-01-04-01-02-01-05.wav,sad
utt_000799,data\RAVDESS\Actor_05\03-01-04-01-02-02-05.wav,sad
utt_000800,data\RAVDESS\Actor_05\03-01-04-02-01-01-05.wav,sad
utt_000801,data\RAVDESS\Actor_05\03-01-04-02-01-02-05.wav,sad
utt_000802,data\RAVDESS\Actor_05\03-01-04-02-02-01-05.wav,sad
utt_000803,data\RAVDESS\Actor_05\03-01-04-02-02-02-05.wav,sad
utt_000804,data\RAVDESS\Actor_05\03-01-05-01-01-01-05.wav,angry
utt_000805,data\RAVDESS\Actor_05\03-01-05-01-01-02-05.wav,angry
utt_000806,data\RAVDESS\Actor_05\03-01-05-01-02-01-05.wav,angry
utt_000807,data\RAVDESS\Actor_05\03-01-05-01-02-02-05.wav,angry
utt_000808,data\RAVDESS\Actor_05\03-01-05-02-01-01-05.wav,angry
utt_000809,data\RAVDESS\Actor_05\03-01-05-02-01-02-05.wav,angry
utt_000810,data\RAVDESS\Actor_05\03-01-05-02-02-01-05.wav,angry
utt_000811,data\RAVDESS\Actor_05\03-01-05-02-02-02-05.wav,angry
utt_000812,data\RAVDESS\Actor_05\03-01-06-01-01-01-05.wav,fear
utt_000813,data\RAVDESS\Actor_05\03-01-06-01-01-02-05.wav,fear
utt_000814,data\RAVDESS\Actor_05\03-01-06-01-02-01-05.wav,fear
utt_000815,data\RAVDESS\Actor_05\03-01-06-01-02-02-05.wav,fear
utt_000816,data\RAVDESS\Actor_05\03-01-06-02-01-01-05.wav,fear
utt_000817,data\RAVDESS\Actor_05\03-01-06-02-01-02-05.wav,fear
utt_000818,data\RAVDESS\Actor_05\03-01-06-02-02-01-05.wav,fear
utt_000819,data\RAVDESS\Actor_05\03-01-06-02-02-02-05.wav,fear
